OBJECTID,polygon,Name,Address,MapBlockLot,MBL_Unique,Date,Retrofit_Date,Description,Height_ft,Stories_Above_Grade,Stories_Below_Grade,Occupancy,Structural_Material,Structural_System,Structural_Types,Facade_Material,Foundation_System,BORP_Report,Instrumented,Square_Footage,Fire_Resistence_Type,Percent_Sprinklered,Liquefaction_Potential,BedrockDepth_MEAN,BedrockDepth_MAX,BedrockDepth_MIN,Permit_Date_1,Permit_Date_2,Permit_Date_3,Completion_Date,Building_Code_Year,Base_Plan_Size,Tower_Plan_Size,Typ_Story_Height,Attyp_Story_Height,Architectural_Notes,Atrium_Location,MEP_levels,Site_Class,Foundation_Info,Collected_on,Primary_Source,Shape_Length,Shape_Area
167,"POLYGON ((-122.39339148369305 37.78706172046637, -122.39339124652555 37.787071258178095, -122.39339587567534 37.787078985617825, -122.39339592257247 37.78707904344337, -122.39340548242048 37.7870857931961, -122.39341704179333 37.78708741269183, -122.39343030151073 37.78708548475369, -122.39344051149587 37.78707938632309, -122.39344571582811 37.787069767041245, -122.3934497003508 37.787060006031396, -122.39345765323904 37.787053389601695, -122.39345853522187 37.787054088295164, -122.39349499149608 37.78702389176888, -122.39350276625885 37.78702975184793, -122.39352672440906 37.78701077692446, -122.39354457722833 37.78700576606819, -122.39356890439757 37.78699293596968, -122.39358794586249 37.78697776019141, -122.39360032568588 37.78696158921804, -122.39360825242896 37.78694655589328, -122.39360816894238 37.786946443681586, -122.39360803328698 37.7869463341102, -122.39362952293087 37.78692932920238, -122.39362943597004 37.78692921434287, -122.39362252202707 37.78692357926761, -122.39365380477207 37.78689873605687, -122.3936788441656 37.786919582638916, -122.39372375425883 37.78688549942412, -122.3937013207437 37.78686682527176, -122.3937021456807 37.78685980961796, -122.39369640046728 37.78685030941002, -122.39369635815639 37.786850253313325, -122.39368768246247 37.78684370837761, -122.39367790307622 37.786841842227545, -122.39366891122164 37.78684048883385, -122.39363882653737 37.78681469903315, -122.39364618022927 37.78680801020305, -122.39364613791845 37.78680795410635, -122.39362089962512 37.786789058227605, -122.39361361990319 37.786795085280964, -122.3935556121829 37.78674882772278, -122.3935633286211 37.7867414905092, -122.39356328635631 37.786741436214136, -122.39353805480242 37.78672253570385, -122.3935303454059 37.786729659215936, -122.39349597120878 37.78670126347607, -122.39349539737496 37.78669149546073, -122.39349535740345 37.786691442030026, -122.39348878042097 37.78668414601238, -122.39347720151 37.786678061341114, -122.39346409712287 37.786677527388456, -122.39345002601188 37.7866828136547, -122.39344253701073 37.786698091377424, -122.39344257362288 37.78669814666452, -122.39344374898528 37.786700242028715, -122.39343189089922 37.78671131096738, -122.3934308890981 37.78671045558487, -122.39339200629156 37.78674038645276, -122.39338426056912 37.786734639452895, -122.39336008455533 37.786754464985364, -122.39335043566138 37.78675753804899, -122.39332439172199 37.78676926104782, -122.39330460614882 37.78678535985642, -122.39328808684512 37.78680512640878, -122.39328287519953 37.786815127013504, -122.39328273815713 37.786815007550686, -122.39325648359507 37.78683459427189, -122.39325657280244 37.78683470819435, -122.39326390691939 37.786840167116104, -122.39322740093922 37.78687010662393, -122.39322749243976 37.78687022141083, -122.39322787499253 37.78687052798805, -122.39321720683607 37.786879232847824, -122.39320410939868 37.78688200168966, -122.39319598165183 37.78688465468391, -122.39319058895063 37.78688880122596, -122.39318488577327 37.78689845283908, -122.39318575587802 37.78691008881267, -122.39318580279784 37.78691014753917, -122.39319591118478 37.78691939566746, -122.3932039274106 37.786923058342914, -122.39321508351397 37.78692311442513, -122.3932196337588 37.786923293700355, -122.39325040138584 37.78694964040205, -122.39324204454613 37.786956937409435, -122.39324209144304 37.78695699523508, -122.39326629361538 37.78697658644244, -122.39327444050419 37.786969517206025, -122.39333311342006 37.78701616615867, -122.39332578478842 37.78702254815428, -122.39332582936929 37.78702260421466, -122.39334968988032 37.78704153129253, -122.39335799314783 37.7870347163842, -122.39339148369305 37.78706172046637))",The Metropolitan I [The Metropolitan],355 1st Street,3748033,3748033,2005,,28 story RC shear wall building,394,28,2,Residential,RC,RC Shear Wall,RC Shear Wall,concrete and glass,Mat,,,597982,Type I - Fire resistive,100,Moderate,37,44,28,2000,,,2005,CBC1998,,124x103,"9'2""",,,,,,,2.01806E+13,Plans at DBI,496.0844183,11723.08314
166,"POLYGON ((-122.40160045722578 37.78639923285876, -122.40160850588607 37.78640596577623, -122.40181420234808 37.78624548748563, -122.40166371845667 37.786127987733906, -122.40165758213362 37.78613296316416, -122.40165755202153 37.786132940218344, -122.40147996054374 37.78599667712774, -122.40147803782472 37.78599817621046, -122.40144850834815 37.78597367534895, -122.40124220971859 37.786113871932415, -122.40120389971298 37.786162052048354, -122.40116124255303 37.786129806900504, -122.40106617013856 37.786219891149045, -122.40103987002263 37.786240317602015, -122.40097844578112 37.78630301394126, -122.40097686479865 37.786304511110494, -122.40097686214409 37.78630462921202, -122.40102051190937 37.78633860857516, -122.40097191470338 37.78637876335934, -122.40129711526417 37.786636316695756, -122.40160045722578 37.78639923285876))",St. Regis San Francisc.. [St. Regis San Francisc.*,125 3rd Street,3722257,3722257,2007,,The site contains a shear wall tower and an old 9-story building to be retrofitted,449,42,4,Mixed Uses (With Residential),RC,Dual: RC Shear Wall and RC Moment Frame,RC Shear Wall,concrete and glass,Mat,,,736000,Type I - Fire resistive,100,Very High,234,245,223,2000,,,2007,CBC1998,197x154,143x97,10',"1st: 17'10""; 4th: 17'",,,,,,2.01806E+13,Plans at DBI,727.8756153,30365.85573
164,"POLYGON ((-122.3981955552819 37.78909325053682, -122.39820354102311 37.78909987745194, -122.39842437822108 37.7889234481271, -122.39841690079132 37.78891831445987, -122.39805871313726 37.788636037788216, -122.39797706236077 37.78870293417257, -122.3979471866629 37.78868016744433, -122.3977851321138 37.7888092274906, -122.39796900768538 37.788957126883346, -122.39797601794943 37.78896357755777, -122.39799425706055 37.788949591865155, -122.3981856663649 37.78910106552261, -122.3981955552819 37.78909325053682))",535 Mission Street,535 Mission Street,3721122,3721122,2014,,27 story steel space frame with steel plate shear wall,378,27,1,"Office (Management, Information, Professional Services)",Steel,Dual: Steel Moment Frame and Steel Braced Frame - Unspecified,Steel Braced Frame,glass,Pile,,,355000,Type III - Ordinary,,Very High,241,259,225,2014,,,2014,,167x94,145x85,,,,,,,,2.01806E+13,Plans at DBI,523.0656729,15213.05938
163,"POLYGON ((-122.41718520183615 37.77583856333018, -122.41706277431602 37.7759836224395, -122.41712475599122 37.776040009375244, -122.4171847839797 37.77612345734255, -122.41730789118336 37.776180702997706, -122.41737394269586 37.7762260134506, -122.41754440982422 37.77613793340899, -122.4176673905081 37.776014324568415, -122.41762706116741 37.77596490718874, -122.41754897601838 37.77584933819089, -122.4174334517811 37.77579637369976, -122.4173630333216 37.77574506100848, -122.41718520183615 37.77583856333018))",NEMA North Tower,1411 Market Street,3507041,3507041,2015,,Two shear wall towers in this site; south 24 story; north 39 story,352,39,3,Residential,RC,RC Shear Wall,RC Shear Wall,glass,Mat,,,951676,Type I - Fire resistive,100,Moderate,225,232,223,2014,,,2015,,219x190,112x95 (north),,,,,,,Mat on improved ground,2.01806E+13,Plans at DBI,505.4450557,17928.68801
162,"POLYGON ((-122.39788295536147 37.78631519339551, -122.39828942515665 37.786639925193555, -122.39861579709358 37.78638762553479, -122.39860752733414 37.786381250153866, -122.39853999086779 37.7863288751074, -122.39839395738815 37.78621562361529, -122.39835409489544 37.78618471042615, -122.39819905895654 37.786064648096506, -122.39788295536147 37.78631519339551))",222 2nd Street,222 2nd Street,3735063,3735063,2016,,26-story steel moment frame with BRB and eccentric HSS,367,26,2,"Office (Management, Information, Professional Services)",Steel,Dual: Steel Moment Frame and Steel Braced Frame - Unspecified,Steel Braced Frame,glass,Mat,,,523150,Type I - Fire resistive,100,Very High,147,173,111,2016,,,2016,2010,160x150,114x103,13',,,,,D,,2.01806E+13,Plans at DBI,595.7554446,21837.49699
161,"POLYGON ((-122.39665926010076 37.78706911648632, -122.39646308538904 37.786912533314734, -122.39587699218058 37.78737500658105, -122.39607316458493 37.78753158985023, -122.39665926010076 37.78706911648632))",33 Tehama Street,33 Tehama Street,3736190,3736190,2018,,34 story shear wall building,366,34,3,Residential,RC,RC Shear Wall,RC Shear Wall,glass,Mat + Pile,,,,,,Very High,78,110,44,2018,,,,,252x75,154x75,"9'9""","1st: 18', 2nd: 12', third: 12'",,,,C,,2.01806E+13,Plans at DBI,638.473532,19202.71449
160,"POLYGON ((-122.40343480102916 37.79093474536095, -122.40295844343544 37.790999434003375, -122.40304001401864 37.791363787675344, -122.40320090957928 37.79134485273979, -122.40327854080346 37.79171659578078, -122.40358906889742 37.79167850675623, -122.40343480102916 37.79093474536095))",350 Bush Street,350 Bush Street,269028,269028,2017,,21 story shear wall building,259,21,2,"Office (Management, Information, Professional Services)",RC,RC Shear Wall,RC Shear Wall,glass,Mat,,,,,,Very Low,131,146,121,2017,,,,2013,272x132,175x107,"12'8""","1st: 15'7"", 2nd: 15'7""",,,,,,2.01806E+13,Plans at DBI,823.8610412,31355.12398
159,"POLYGON ((-122.39389077573836 37.790394724268054, -122.39418166917197 37.79062871085962, -122.39441548940019 37.79070121751655, -122.39472335270091 37.79043804446936, -122.39428664467866 37.790084338378946, -122.39389077573836 37.790394724268054))",Park Tower [Transbay Block 5],250 Howard Street,3718037,3718037,2018,,45 story shear wall building,568,45,2,"Office (Management, Information, Professional Services)",RC,RC Shear Wall,RC Shear Wall,glass,Drilled Shafts,,,,,,Very High,224,239,206,2018,,,,2013,181x178,135x131,13,First floor: 14',,First 2 floors,,,,2.01806E+13,Plans at DBI,664.0960689,28494.76374
158,"POLYGON ((-122.40304238273104 37.78605564222078, -122.4027396755936 37.78581433454957, -122.40251055305433 37.7859956716732, -122.40281272488522 37.78623877927234, -122.40304238273104 37.78605564222078))",706 Mission Street,706 Mission Street,3706093,3706093,2010,,40-storey shear building with 14 floors of podium,480,44,3,Mixed Uses (With Residential),RC,RC Shear Wall,RC Shear Wall,glass,Drilled Shafts,,,57482,Type II - Noncombustible,100,Very High,241,246,236,2010,,,,2010,217x120,120x113,10'4'',First storey: 13' Second storey: 14',,,,,,2.01806E+13,Plans at DBI,435.9164918,11645.68078
157,"POLYGON ((-122.39504635384314 37.787010655388535, -122.39476585806686 37.7872293982042, -122.39498075812082 37.78740521603162, -122.39525376389729 37.78719222026783, -122.39504635384314 37.787010655388535))",500 Folsom,500 Folsom Street,3736120,3736120,2017,,42 story shear wall building,402,42,6,Residential,RC,RC Shear Wall,RC Shear Wall,glass and aluminum,Mat,,,743500,,,Very High,72,91,57,2017,,,,2013,240x155,120x93,"9'3""","1st: 15'11"", 9th: 10'1""",setback at 9th floor,,,C,,2.01806E+13,Plans at DBI,402.6960379,9999.735873
156,"POLYGON ((-122.39826167216836 37.78975072158043, -122.39859586733999 37.789475810279576, -122.39833353623082 37.78927497076671, -122.39799934215004 37.78954988221669, -122.39826167216836 37.78975072158043))",Oceanwide Center II,526 Mission Street,3708011,3708011,2017,,54 story RC shear wall and BRBs.,605,54,4,Residential,Mixed: RC and Steel,Dual: RC Shear Wall and Steel Braced Frame - BRB,RC Shear Wall,glass,Drilled Shafts,,,,,,Very High,265,270,259,2017,,,,2013,,,"11'; 10'3""","First 7: 12'6""",,First 7 floors,,D,TBD: drilled shafts or load bearing elements,2.01806E+13,Plans at DBI,488.8398799,14650.32727
155,"POLYGON ((-122.39861119109632 37.79045939282157, -122.39880563819614 37.79030644708898, -122.39880842945495 37.79030870833758, -122.39881766721972 37.790301183164246, -122.39902295708102 37.79013396660557, -122.3990229507372 37.790133940572616, -122.39901793177727 37.79012996235238, -122.39887334524717 37.790015351600246, -122.3988287971766 37.789980039503355, -122.398737190341 37.79005340248895, -122.39873300394444 37.79005009577009, -122.39858996955844 37.7899370953815, -122.39858868421645 37.7899360805869, -122.39834418219947 37.79013119293482, -122.39834350392758 37.790130647807885, -122.39827030616253 37.79018740482365, -122.3982703183431 37.79018743707115, -122.39827199523513 37.79018879793893, -122.39827077102534 37.79018977473352, -122.39827078077434 37.790189800711694, -122.39851332799871 37.7903809617966, -122.3985135829972 37.790380763930486, -122.39861119109632 37.79045939282157))",Oceanwide Center I,50 1st Street,3708055,3708055,2017,,61 story steel moment frame and a mega brace configuration comprised of BRBs.,850,61,4,Mixed Uses (With Residential),Mixed: RC and Steel,Dual: RC Shear Wall and Steel Braced Frame - BRB,RC Shear Wall,glass,Drilled Shafts,,,,,,Very High,266,268,264,2017,,,,2013,,,"Office (1st to 41st): 14'6"", Residential (43rd to 60): 13'3""","1st: 18'4"", 2nd: 10'8""",,First 4 floors,,D,TBD: drilled shafts or load bearing elements,2.01806E+13,Plans at DBI,616.8947519,21194.58134
154,"POLYGON ((-122.3918186891173 37.789543852821254, -122.3911790803679 37.79004219665461, -122.39151825714413 37.79031635808483, -122.39215786827194 37.789818013301115, -122.3918186891173 37.789543852821254))",Folsom Bay Tower [Transbay Block 1],160 Folsom Street,3740030,3740030,2017,,40 story shear wall building,400,40,3,Residential,RC,RC Shear Wall,RC Shear Wall,concrete and glass,Mat,,,,,,Very High,87,119,40,2017,,,,2013,260x130,95x130,"9'8""","1st: 19'8""",,,,C,,2.01806E+13,Plans at DBI,797.8200217,36235.32888
153,"POLYGON ((-122.4179696906527 37.77485469724044, -122.41874935329753 37.774240424705056, -122.41869594396815 37.774055216971554, -122.4180315853437 37.7744036521403, -122.41762340333533 37.77407538061825, -122.4173022997207 37.774330136138566, -122.4179696906527 37.77485469724044))",1500 Mission - Office,1500 Mission Street,3506006,3506006_N,2017,,19 story office RC shear wall tower.,255,19,2,"Office (Management, Information, Professional Services)",RC,RC Shear Wall,RC Shear Wall,glass,Mat,,,,,,Very High,212,221,193,2017,,,,2013,230x330,150x165,"13'6""","1st: 18', 2nd: 17', Mech (17th: 14', 18th: 15'), Parapet: 16'",set back at 11th story,atrium at 1st and 2nd,,C,,2.01806E+13,Plans at DBI,1187.447831,52524.34806
151,"POLYGON ((-122.39384819667497 37.7964073050766, -122.39406928198363 37.79627813195585, -122.39407230210765 37.796281392684776, -122.39420782617013 37.79620262924701, -122.39420277229236 37.79619715447673, -122.39428417610023 37.79615035109624, -122.39428346719728 37.796149585642006, -122.3942922474067 37.796144245521226, -122.39376639972717 37.79557475722246, -122.39384909427226 37.795526345471195, -122.39377938302164 37.79545132190872, -122.39377369298465 37.795454654037805, -122.39373513298484 37.79541316521593, -122.39373974129732 37.79541043534542, -122.39371544460938 37.795384311972235, -122.39371083465697 37.79538702204155, -122.39367076159566 37.79534387043502, -122.39367502870564 37.79534138847157, -122.39365136978213 37.795315911824936, -122.39364711564279 37.79531841250467, -122.39360839979072 37.79527672968187, -122.39361409417867 37.795273390281054, -122.3935456008716 37.79519965828501, -122.39346453728396 37.79524708745756, -122.39293761976678 37.79467740817803, -122.39293017284511 37.79468283404135, -122.39292752894133 37.79467998180075, -122.39283819362423 37.79473197187553, -122.39283929870606 37.794733177077, -122.39284128377844 37.794735355877684, -122.39281297620981 37.79474963391523, -122.39280992893512 37.79474637268969, -122.39249011699097 37.794934086243046, -122.39384819667497 37.7964073050766), (-122.3942801885239 37.796149857304655, -122.39424963529517 37.79616742601897, -122.39428005091106 37.7961497162231, -122.3942801885239 37.796149857304655))",Ferry Building,One Ferry Building,9900275,9900275,1898,,,245,12,,"Cultural, Institutional, Educational",Steel,,Unknown,concrete,,,,,,,Very High,268,276,260,,,,1898,,,,,,,,,,,2.01804E+13,Emporis,1746.178474,110515.6546
